Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
100,Pierre Garcon\GarcPi00,SFO,31,WR,8,8,67,40,59.7%,500,12.5,0,59,5.0,62.5,0
101,Jeremy Maclin\MaclJe00,BAL,29,WR,12,12,72,40,55.6%,440,11.0,3,48,3.3,36.7,0
102,Andre Ellington\ElliAn00,2TM,28,,12,2,59,39,66.1%,369,9.5,0,29,3.3,30.8,0
103,Allen Hurns\HurnAl01,JAX,26,WR,10,8,56,39,69.6%,484,12.4,2,50,3.9,48.4,0
104,DeMarco Murray\MurrDe00,TEN,29,RB,15,15,47,39,83.0%,266,6.8,1,18,2.6,17.7,1
105,Chris Thompson\ThomCh03,WAS,27,rb,10,1,54,39,72.2%,510,13.1,4,74,3.9,51.0,3
106,Sammy Watkins\WatkSa00,LAR,24,WR,15,14,70,39,55.7%,593,15.2,8,67,2.6,39.5,0
107,Deonte Thompson\ThomDe04,2TM,28,,16,10,69,38,55.1%,555,14.6,2,46,2.4,34.7,1
108,Matt Forte\FortMa00,NYJ,32,rb,12,4,45,37,82.2%,293,7.9,1,34,3.1,24.4,1
109,Cole Beasley\BeasCo00,DAL,28,wr,15,4,63,36,57.1%,314,8.7,4,54,2.4,20.9,0
110,Leonard Fournette\FourLe00,JAX,22,RB,13,13,48,36,75.0%,302,8.4,1,28,2.8,23.2,2
111,Devonta Freeman\FreeDe00,ATL,25,RB,14,14,47,36,76.6%,317,8.8,1,29,2.6,22.6,4
112,Roger Lewis\LewiRo03,NYG,24,WR,15,8,72,36,50.0%,416,11.6,2,34,2.4,27.7,0
113,Lamar Miller\MillLa01,HOU,26,RB,16,13,45,36,80.0%,327,9.1,3,32,2.3,20.4,1
114,Torrey Smith\SmitTo02,PHI,28,WR,16,14,67,36,53.7%,430,11.9,2,59,2.3,26.9,0
115,Josh Doctson\DoctJo00,WAS,25,WR,16,14,78,35,44.9%,502,14.3,6,52,2.2,31.4,0
116,Charles Sims\SimsCh00,TAM,27,,16,0,47,35,74.5%,249,7.1,1,25,2.2,15.6,1
117,Travis Benjamin\BenjTr00,LAC,28,wr,16,3,62,34,54.8%,567,16.7,4,62,2.1,35.4,2
118,Corey Davis\DaviCo03,TEN,22,WR,11,9,65,34,52.3%,375,11.0,0,37,3.1,34.1,1
119,Wayne Gallman\GallWa00,NYG,23,rb,13,1,48,34,70.8%,193,5.7,1,11,2.6,14.8,3
120,Chris Godwin\GodwCh00,TAM,21,wr,16,2,55,34,61.8%,525,15.4,1,70,2.1,32.8,0
