Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
472,Ryan Kelly\KellRy00,IND,25,C,12,12,1,1,100.0%,-4,-4.0,0,-4,0.1,-0.3,1
473,Allen Lazard\LazaAl00,GNB,23,,1,0,1,1,100.0%,7,7.0,0,7,1.0,7.0,0
474,Khari Lee\LeexKh00,BUF,26,,2,0,1,1,100.0%,5,5.0,0,5,0.5,2.5,0
475,Marcus Mariota\MariMa01,TEN,25,QB,14,13,1,1,100.0%,21,21.0,0,21,0.1,1.5,9
476,Johnny Mundt\MundJo00,LAR,24,,10,0,1,1,100.0%,5,5.0,0,5,0.1,0.5,0
477,Cam Phillips\PhilCa01,BUF,23,,2,0,1,1,100.0%,9,9.0,0,9,0.5,4.5,0
478,Spencer Pulley\PullSp00,NYG,25,C,13,9,1,1,100.0%,-2,-2.0,0,-2,0.1,-0.2,0
479,Richard Rodgers\RodgRi00,PHI,26,,7,0,1,1,100.0%,7,7.0,0,7,0.1,1.0,0
480,Ben Roethlisberger\RoetBe00,PIT,36,QB,16,16,1,1,100.0%,-1,-1.0,0,-1,0.1,-0.1,7
481,Matt Ryan\RyanMa00,ATL,33,QB,16,16,1,1,100.0%,5,5.0,1,5,0.1,0.3,10
482,Matt Schaub\SchaMa00,ATL,37,,3,0,1,1,100.0%,-7,-7.0,0,-7,0.3,-2.3,1
483,Sam Shields\ShieSa00,LAR,31,cb/rcb,16,2,1,1,100.0%,12,12.0,0,12,0.1,0.8,0
484,Joe Staley\StalJo20,SFO,34,T,16,16,1,1,100.0%,-5,-5.0,0,-5,0.1,-0.3,0
485,Tyrone Swoopes\SwooTy00,SEA,24,te,1,1,1,1,100.0%,23,23.0,0,23,1.0,23.0,0
486,Ryan Tannehill\TannRy00,MIA,30,QB,11,11,1,1,100.0%,3,3.0,1,3,0.1,0.3,5
487,Alejandro Villanueva*\VillAl00,PIT,30,T,16,16,1,1,100.0%,2,2.0,1,2,0.1,0.1,0
488,DeAndre Washington\WashDe00,OAK,25,,10,0,1,1,100.0%,9,9.0,0,9,0.1,0.9,1
489,Derek Watt\WattDe00,LAC,26,fb,16,5,1,1,100.0%,2,2.0,0,2,0.1,0.1,0
490,Carson Wentz\WentCa00,PHI,26,QB,11,11,1,1,100.0%,4,4.0,0,4,0.1,0.4,9
491,Tim White\WhitTi00,BAL,24,,3,0,1,1,100.0%,14,14.0,0,14,0.3,4.7,1
492,Jonathan Williams\WillJo07,NOR,24,,3,0,1,1,100.0%,1,1.0,0,1,0.3,0.3,0
493,Kyle Williams*\WillKy20,BUF,35,dt/LDT/rdt,16,16,1,1,100.0%,9,9.0,0,9,0.1,0.6,0
494,Russell Wilson*\WilsRu00,SEA,30,QB,16,16,1,1,100.0%,-11,-11.0,0,-11,0.1,-0.7,10
